sample_index_start,sample_index_end,t_epoch_start,t_epoch_end,elapsed_hours,model,seed,test_id,window_id,split,time_hours,HI_true,HI_pred,damage_true,damage_pred,increment_true,increment_pred,rate_true,fpt_event_target,accel_state_target,warning_target,fpt_prob,accel_prob,warning_prob,gate,multiplier,extra_increment,calibrated_decision,calibrated_raw,calibrated_target
83456,83711,734243.620131146,734243.621322627,45.74779914971441,MultiplierEventPGRGRU_seed42,42,12,653,train,45.74779891967773,0.4091397821903229,0.4172083735466003,0.5908601880073547,0.5827916264533997,0.0025854483246803,0.0028403443284332,0.1800660341978073,0.0,1.0,0.0,0.1397854536771774,0.4297691881656647,0.0502803549170494,0.0480340756475925,1.1180654764175415,0.0,0,0,0
83584,83839,734243.620730093,734243.621921134,45.76216331776232,MultiplierEventPGRGRU_seed42,42,12,654,train,45.76216506958008,0.4065780639648437,0.4143930077552795,0.5934219360351562,0.5856069922447205,0.0025617233477532,0.0028153837192803,0.1783412247896194,0.0,1.0,0.0,0.138414666056633,0.4297510385513305,0.0501652397215366,0.0474402979016304,1.118262767791748,0.0,0,0,0
83712,83967,734243.621327257,734243.622519769,45.77653055917472,MultiplierEventPGRGRU_seed42,42,12,655,train,45.77653121948242,0.4040344059467315,0.4115887284278869,0.595965564250946,0.588411271572113,0.002543665934354,0.0028042576741427,0.1770462244749069,0.0,1.0,0.0,0.1372420936822891,0.4452228248119354,0.0470137298107147,0.050403956323862,1.1171760559082031,0.0,0,0,0
83840,84095,734243.621926829,734243.623119433,45.79092249367386,MultiplierEventPGRGRU_seed42,42,12,656,train,45.790924072265625,0.4015038907527923,0.4087812900543213,0.5984960794448853,0.5912187099456787,0.0025305089075118,0.0028074441943317,0.1758282631635666,0.0,1.0,0.0,0.1333828866481781,0.4296612739562988,0.0431065298616886,0.0465134195983409,1.120254397392273,0.0,0,0,0
83968,84223,734243.622524398,734243.62371625,45.80524610169232,MultiplierEventPGRGRU_seed42,42,12,657,train,45.80524444580078,0.3989672362804413,0.4059217572212219,0.6010327339172363,0.5940782427787781,0.0025366537738591,0.0028595139738172,0.1770960092544555,0.0,1.0,0.0,0.132450670003891,0.4122477173805237,0.0427214764058589,0.0432224310934543,1.1222147941589355,0.0,0,0,0
84096,84351,734243.623122674,734243.624315544,45.819629159756005,MultiplierEventPGRGRU_seed42,42,12,658,train,45.81962966918945,0.396373450756073,0.4028991460800171,0.603626549243927,0.5971008539199829,0.0025937994942069,0.0030226183589547,0.1803371459245681,0.0,1.0,0.0,0.1323826909065246,0.442607045173645,0.0414268039166927,0.0493883416056633,1.1195249557495115,0.0,0,0,0
84224,84479,734243.62372088,734243.624912917,45.83396611176431,MultiplierEventPGRGRU_seed42,42,12,659,train,45.83396530151367,0.3937068879604339,0.3997549414634704,0.6062930822372437,0.6002450585365295,0.0026665434706956,0.0031441894825547,0.185990959405899,0.0,1.0,0.0,0.1297073364257812,0.4276813864707947,0.0385644137859344,0.04575777053833,1.122260808944702,0.0,0,0,0
84352,84607,734243.624319421,734243.625511539,45.84833304025233,MultiplierEventPGRGRU_seed42,42,12,660,train,45.848331451416016,0.3906888961791992,0.395634114742279,0.6093111038208008,0.604365885257721,0.0030180015601217,0.0041208574548363,0.2100658863782882,0.0,1.0,0.0,0.1286845058202743,0.4275168776512146,0.0378043428063392,0.045683778822422,1.1226376295089722,0.0,0,0,0
84480,84735,734243.624917581,734243.626109792,45.86269111186266,MultiplierEventPGRGRU_seed42,42,12,661,train,45.86268997192383,0.3874270617961883,0.3914682865142822,0.612572968006134,0.6085317134857178,0.0032618397381156,0.0041658170521259,0.2271781116724014,0.0,1.0,0.0,0.129052847623825,0.4418148696422577,0.0372130088508129,0.0488695576786994,1.1214468479156494,0.0,0,0,0
84608,84863,734243.625516157,734243.626708275,45.87705470435321,MultiplierEventPGRGRU_seed42,42,12,662,train,45.87705612182617,0.3839492201805115,0.3871091604232788,0.6160507798194885,0.6128908395767212,0.0034778476692736,0.0043590953573584,0.2421293705701828,0.0,1.0,0.0,0.1266050040721893,0.4274496138095855,0.0356391631066799,0.0453369244933128,1.1237647533416748,0.0,0,0,0
84736,84991,734243.626115903,734243.627306539,45.89141303859651,MultiplierEventPGRGRU_seed42,42,12,663,train,45.891414642333984,0.3812597990036011,0.3857321739196777,0.6187402009963989,0.6142678260803223,0.0026894267648458,0.0013770089717581,0.1873077154159546,0.0,1.0,0.0,0.1255558580160141,0.4274637401103973,0.0351087562739849,0.0452748946845531,1.1238751411437988,0.0,0,0,0
84864,85119,734243.626712905,734243.627905301,45.9057833282277,MultiplierEventPGRGRU_seed42,42,12,664,train,45.9057846069336,0.3790911436080932,0.3843804597854614,0.6209088563919067,0.6156195402145386,0.0021686314139515,0.0013517012121155,0.1509107649326324,0.0,1.0,0.0,0.1247878223657608,0.4120845794677734,0.0351004637777805,0.0424269810318946,1.1250574588775637,0.0,0,0,0
84992,85247,734243.627312616,734243.628504907,45.92017387133092,MultiplierEventPGRGRU_seed42,42,12,665,train,45.92017364501953,0.3771881461143493,0.3827964663505554,0.6228118538856506,0.6172035336494446,0.0019030165858566,0.0015840043779462,0.1322407722473144,0.0,1.0,0.0,0.1244255304336547,0.4278331398963928,0.0344233587384223,0.0454432144761085,1.1236388683319092,0.0,0,0,0
85120,85375,734243.627909931,734243.62910397,45.93455138336867,MultiplierEventPGRGRU_seed42,42,12,666,train,45.93455123901367,0.3754201531410217,0.3810909390449524,0.6245798468589783,0.6189090609550476,0.0017679975135251,0.0017055241623893,0.1229696422815322,0.0,1.0,0.0,0.1243383511900901,0.4282560348510742,0.032853253185749,0.0454097501933574,1.1240992546081543,0.0,0,0,0
85248,85503,734243.628508796,734243.62970103,45.94888082239777,MultiplierEventPGRGRU_seed42,42,12,667,train,45.94887924194336,0.3735535740852356,0.378783643245697,0.6264464259147644,0.621216356754303,0.0018665522802621,0.0023073013871908,0.1302599757909774,0.0,1.0,0.0,0.1254109144210815,0.4110502004623413,0.0337068624794483,0.0424279607832431,1.1257516145706177,0.0,0,0,0
85376,85631,734243.629107234,734243.630299792,45.96325111202896,MultiplierEventPGRGRU_seed42,42,12,668,train,45.96324920654297,0.3713973760604858,0.3757579922676086,0.6286026239395142,0.6242420077323914,0.0021561982575803,0.0030256563331931,0.1500455737113952,0.0,1.0,0.0,0.1265659779310226,0.4405023455619812,0.0338523462414741,0.0484593361616134,1.123055100440979,0.0,0,0,0
85504,85759,734243.629705683,734243.630898183,45.97761249449104,MultiplierEventPGRGRU_seed42,42,12,669,train,45.97761154174805,0.3689976334571838,0.372553288936615,0.6310023665428162,0.627446711063385,0.0023997651878744,0.0032047033309936,0.1670984774827957,0.0,1.0,0.0,0.1259401887655258,0.4415783882141113,0.0321740806102752,0.0482885725796222,1.123612880706787,0.0,0,0,0
85632,85887,734243.630304421,734243.63149809,45.99201026279479,MultiplierEventPGRGRU_seed42,42,12,670,train,45.99201202392578,0.366439551115036,0.3693393468856811,0.6335604786872864,0.6306606531143188,0.0025580837391316,0.0032139702234417,0.1776722371578216,0.0,1.0,0.0,0.1239288374781608,0.4116660058498382,0.031992457807064,0.0419565178453922,1.1268855333328247,0.0,0,0,0
85760,86015,734243.630902801,734243.632095243,46.0063419342041,MultiplierEventPGRGRU_seed42,42,12,671,train,46.00634002685547,0.3637785613536834,0.3661277890205383,0.6362214684486389,0.6338722109794617,0.0026609906926751,0.0032115331850945,0.1856720447540283,0.0,1.0,0.0,0.1239472329616546,0.4097897708415985,0.0349338687956333,0.0421658307313919,1.1260310411453247,0.0,0,0,0
85888,86143,734243.631501343,734243.632695093,46.02073833625764,MultiplierEventPGRGRU_seed42,42,12,672,train,46.02073669433594,0.361075758934021,0.3630027174949646,0.638924241065979,0.6369972825050354,0.0027027945034205,0.0031250827014446,0.1877409815788269,0.0,1.0,0.0,0.1236662492156028,0.4252402782440185,0.0368489064276218,0.0452997609972953,1.1239535808563232,0.0,0,0,0
86016,86271,734243.63209985,734243.633293206,46.0350930467248,MultiplierEventPGRGRU_seed42,42,12,673,train,46.03509140014648,0.3583283126354217,0.3598264455795288,0.6416716575622559,0.6401735544204712,0.0027474409434944,0.0031762681901454,0.1913964748382568,0.0,1.0,0.0,0.1245687901973724,0.441470593214035,0.0368008576333522,0.0486137233674526,1.1222031116485596,0.0,0,0,0
86144,86399,734243.632698345,734243.633891343,46.04944833554328,MultiplierEventPGRGRU_seed42,42,12,674,train,46.0494499206543,0.3555518388748169,0.3566492199897766,0.6444481611251831,0.6433507800102234,0.0027764611877501,0.0031772088259458,0.1934103220701217,0.0,1.0,0.0,0.1240899264812469,0.4429459571838379,0.035231065005064,0.0484668500721454,1.1225590705871582,0.0,0,0,0
86272,86527,734243.633297106,734243.634489884,46.06381331942976,MultiplierEventPGRGRU_seed42,42,12,675,train,46.063812255859375,0.3531957864761352,0.3548775315284729,0.6468042135238647,0.6451224684715271,0.0023560791742056,0.001771698705852,0.1640154272317886,0.0,1.0,0.0,0.1221390515565872,0.428357720375061,0.0340378768742084,0.0449793227016925,1.1246376037597656,0.0,0,0,0
86400,86655,734243.633895972,734243.635088623,46.07818305585533,MultiplierEventPGRGRU_seed42,42,12,676,train,46.07818222045898,0.3511198759078979,0.3531264662742615,0.648880124092102,0.6468735337257385,0.0020759066101163,0.0017510779434815,0.1444637924432754,0.0,1.0,0.0,0.1215675324201583,0.4124636352062225,0.0348600074648857,0.0421187579631805,1.1256451606750488,0.0,0,0,0
86528,86783,734243.634494514,734243.635688553,46.09258137457073,MultiplierEventPGRGRU_seed42,42,12,677,train,46.09258270263672,0.349251389503479,0.3514580726623535,0.650748610496521,0.6485419273376465,0.0018684773240238,0.0016683780122548,0.1297705173492431,0.0,1.0,0.0,0.1222028508782386,0.4110370278358459,0.0376588739454746,0.0424224995076656,1.12480366230011,0.0,0,0,0
86656,86911,734243.635093241,734243.636285764,46.10691444016993,MultiplierEventPGRGRU_seed42,42,12,678,train,46.10691452026367,0.3476886749267578,0.3503408432006836,0.6523113250732422,0.6496591567993164,0.0015627081738784,0.0011172022204846,0.1090281829237937,0.0,1.0,0.0,0.1226887553930282,0.4266102612018585,0.0390019416809082,0.0455594137310981,1.122973084449768,0.0,0,0,0
86784,87039,734243.635691782,734243.636884491,46.12128388602287,MultiplierEventPGRGRU_seed42,42,12,679,train,46.12128448486328,0.3465963900089264,0.3500953912734985,0.6534035801887512,0.6499046087265015,0.0010922875953838,0.0002454988425597,0.0760145932435989,0.0,1.0,0.0,0.1235298961400985,0.427347868680954,0.0392989329993724,0.0456484742462635,1.1228972673416138,0.0,0,0,0
86912,87167,734243.636290382,734243.637483252,46.13565415050834,MultiplierEventPGRGRU_seed42,42,12,680,train,46.13565444946289,0.3458426892757416,0.349955141544342,0.654157280921936,0.650044858455658,0.0007536921184509,0.0001402162306476,0.052448034286499,0.0,1.0,0.0,0.1233635246753692,0.4285901486873626,0.038418848067522,0.0456062890589237,1.1228821277618408,0.0,0,0,0
87040,87295,734243.63688912,734243.638082002,46.15002415236086,MultiplierEventPGRGRU_seed42,42,12,681,train,46.1500244140625,0.3454421460628509,0.349955141544342,0.6545578241348267,0.650044858455658,0.0004005448427051,0.0,0.0278736818581819,0.0,1.0,0.0,0.1232996806502342,0.4286330640316009,0.0373005755245685,0.0454776883125305,1.1231637001037598,0.0,0,0,0
87168,87423,734243.637489016,734243.63868213,46.16442722361535,MultiplierEventPGRGRU_seed42,42,12,682,train,46.1644287109375,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0001556089700898,0.0,0.0108038745820522,0.0,1.0,0.0,0.1244579330086708,0.4439175128936767,0.0355233587324619,0.0485857538878917,1.1221325397491455,0.0,0,0,0
87296,87551,734243.638086632,734243.639280312,46.17878359090537,MultiplierEventPGRGRU_seed42,42,12,683,train,46.17878341674805,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1243359148502349,0.4441723525524139,0.0328544005751609,0.0482861921191215,1.1231366395950315,0.0,0,0,0
87424,87679,734243.638685961,734243.639879109,46.19315471872687,MultiplierEventPGRGRU_seed42,42,12,684,train,46.193153381347656,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1226532086730003,0.4144359529018402,0.0313071608543396,0.0420146994292736,1.1268057823181152,0.0,0,0,0
87552,87807,734243.639284942,734243.640478044,46.2075291601941,MultiplierEventPGRGRU_seed42,42,12,685,train,46.2075309753418,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1232789829373359,0.4124875664710998,0.0326408594846725,0.0421906299889087,1.1265666484832764,0.0,0,0,0
87680,87935,734243.63988375,734243.641078079,46.22192999906838,MultiplierEventPGRGRU_seed42,42,12,686,train,46.22193145751953,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1241872757673263,0.4416359066963196,0.0321654826402664,0.0481538586318492,1.1238963603973389,0.0,0,0,0
87808,88063,734243.640483762,734243.641676169,46.2362841591239,MultiplierEventPGRGRU_seed42,42,12,687,train,46.23628234863281,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1237170696258544,0.4427424371242523,0.0297135114669799,0.0479047037661075,1.124561429023743,0.0,0,0,0
87936,88191,734243.641081933,734243.642274907,46.25065387040377,MultiplierEventPGRGRU_seed42,42,12,688,train,46.25065231323242,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1221847385168075,0.4295269846916199,0.027771009132266,0.0445691794157028,1.1268064975738523,0.0,0,0,0
88064,88319,734243.641680799,734243.642873947,46.26503083202988,MultiplierEventPGRGRU_seed42,42,12,689,train,46.26502990722656,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1221497282385826,0.4135293066501617,0.0279490668326616,0.0417221747338771,1.1282604932785034,0.0,0,0,0
88192,88447,734243.642279537,734243.643472836,46.279404167085886,MultiplierEventPGRGRU_seed42,42,12,690,train,46.27940368652344,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1226215660572052,0.4117526412010193,0.0293754115700721,0.041870180517435,1.12788987159729,0.0,0,0,0
88320,88575,734243.6428786,734243.644072095,46.29378638416529,MultiplierEventPGRGRU_seed42,42,12,691,train,46.29378509521485,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1233189404010772,0.4410107433795929,0.0289486050605773,0.0478376299142837,1.1251764297485352,0.0,0,0,0
88448,88703,734243.643478634,734243.644671099,46.308162479661405,MultiplierEventPGRGRU_seed42,42,12,692,train,46.30816268920898,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1230585500597953,0.4426895678043365,0.0268389750272035,0.0476149693131446,1.125726580619812,0.0,0,0,0
88576,88831,734243.644078241,734243.645270127,46.32253915071488,MultiplierEventPGRGRU_seed42,42,12,693,train,46.322540283203125,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1218360364437103,0.4144798517227173,0.0258076079189777,0.041483674198389,1.1290810108184814,0.0,0,0,0
88704,88959,734243.644675741,734243.645869086,46.33691416773945,MultiplierEventPGRGRU_seed42,42,12,694,train,46.3369140625,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1220821738243103,0.4125470519065857,0.0269719343632459,0.041620060801506,1.1287811994552612,0.0,0,0,0
88832,89087,734243.64527478,734243.646467998,46.35128805600107,MultiplierEventPGRGRU_seed42,42,12,695,train,46.35128784179688,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1221080794930458,0.427036702632904,0.0272919293493032,0.0445284061133861,1.1273572444915771,0.0,0,0,0
88960,89215,734243.645873681,734243.647067083,46.36566609609872,MultiplierEventPGRGRU_seed42,42,12,696,train,46.365665435791016,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1221699938178062,0.4276476204395294,0.026870310306549,0.0444685854017734,1.127418041229248,0.0,0,0,0
89088,89343,734243.646472627,734243.647666007,46.38004027213901,MultiplierEventPGRGRU_seed42,42,12,697,train,46.38003921508789,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.122177705168724,0.4279043674468994,0.0263808388262987,0.0443481765687465,1.1275910139083862,0.0,0,0,0
89216,89471,734243.647071701,734243.648265116,46.39441888779402,MultiplierEventPGRGRU_seed42,42,12,698,train,46.3944206237793,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1221301481127739,0.4282505512237549,0.0259165223687887,0.0442910604178905,1.1277589797973633,0.0,0,0,0
89344,89599,734243.647670613,734243.648865174,46.40882027987391,MultiplierEventPGRGRU_seed42,42,12,699,train,46.40882110595703,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1228668317198753,0.4423227310180664,0.0251008700579404,0.0472083128988742,1.126561999320984,0.0,0,0,0
89472,89727,734243.648270775,734243.649463461,46.423179167322814,MultiplierEventPGRGRU_seed42,42,12,700,train,46.42317962646485,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1223430782556533,0.4431123733520508,0.0234899539500474,0.0469694137573242,1.1271393299102783,0.0,0,0,0
89600,89855,734243.648869039,734243.65006272,46.43756138160825,MultiplierEventPGRGRU_seed42,42,12,701,train,46.43756103515625,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1209985390305519,0.4303642809391022,0.022259633988142,0.0437351912260055,1.1292222738265991,0.0,0,0,0
89728,89983,734243.64946956,734243.650663357,46.4519766708836,MultiplierEventPGRGRU_seed42,42,12,702,train,46.45197677612305,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1210096254944801,0.4152141809463501,0.0226227212697267,0.0411271676421165,1.1305280923843384,0.0,0,0,0
89856,90111,734243.65006735,734243.651261181,46.46632444672287,MultiplierEventPGRGRU_seed42,42,12,703,train,46.46632385253906,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1213559135794639,0.4133648574352264,0.0238257776945829,0.0413056910037994,1.1301822662353516,0.0,0,0,0
89984,90239,734243.650666632,734243.651860035,46.48069694358856,MultiplierEventPGRGRU_seed42,42,12,704,train,46.48069763183594,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1222474873065948,0.4409194886684418,0.0236916169524192,0.0469355881214141,1.1275585889816284,0.0,0,0,0
90112,90367,734243.65126581,734243.652460741,46.4951138868928,MultiplierEventPGRGRU_seed42,42,12,705,train,46.495113372802734,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1213198006153106,0.4288513958454132,0.0225298609584569,0.0437672697007656,1.12931489944458,0.0,0,0,0
90240,90495,734243.651866088,734243.653058391,46.50945748575032,MultiplierEventPGRGRU_seed42,42,12,706,train,46.50945663452149,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.121518574655056,0.4144009947776794,0.0230282135307788,0.0411769300699234,1.1304244995117188,0.0,0,0,0
90368,90623,734243.652464016,734243.653657627,46.52383914962411,MultiplierEventPGRGRU_seed42,42,12,707,train,46.52383804321289,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1215619072318077,0.4281737506389618,0.0233374424278736,0.0439765900373458,1.1290686130523682,0.0,0,0,0
90496,90751,734243.653062986,734243.654257095,46.538226381875575,MultiplierEventPGRGRU_seed42,42,12,708,train,46.53822708129883,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1223769187927246,0.442001610994339,0.0227714721113443,0.0468289740383625,1.127765417098999,0.0,0,0,0
90624,90879,734243.653663414,734243.654857153,46.55262777395546,MultiplierEventPGRGRU_seed42,42,12,709,train,46.55262756347656,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.122236244380474,0.4432008564472198,0.0215112771838903,0.0465976037085056,1.1281803846359253,0.0,0,0,0
90752,91007,734243.654261725,734243.65545566,46.56699194200337,MultiplierEventPGRGRU_seed42,42,12,710,train,46.566993713378906,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.120884783565998,0.430734783411026,0.0204758401960134,0.0434653609991073,1.1301136016845703,0.0,0,0,0
90880,91135,734243.654861019,734243.656055023,46.58137665409595,MultiplierEventPGRGRU_seed42,42,12,711,train,46.58137512207031,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1208266988396644,0.415394514799118,0.020941948518157,0.0408333390951156,1.1313642263412476,0.0,0,0,0
91008,91263,734243.655461748,734243.656655451,46.59578692819923,MultiplierEventPGRGRU_seed42,42,12,712,train,46.59578704833984,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1210241764783859,0.4285221397876739,0.0213089194148778,0.0435640551149845,1.1300740242004397,0.0,0,0,0
91136,91391,734243.656059676,734243.657254155,46.610155823640525,MultiplierEventPGRGRU_seed42,42,12,713,train,46.61015701293945,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1219108700752258,0.442354679107666,0.0209501963108778,0.0465055182576179,1.1286629438400269,0.0,0,0,0
91264,91519,734243.656659306,734243.657855116,46.62457888573408,MultiplierEventPGRGRU_seed42,42,12,714,train,46.62458038330078,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1208632439374923,0.4159549176692962,0.0206009913235902,0.040838535875082,1.1314799785614014,0.0,0,0,0
91392,91647,734243.657258808,734243.658453264,46.63893443997949,MultiplierEventPGRGRU_seed42,42,12,715,train,46.63893508911133,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1211946681141853,0.414287120103836,0.0217738281935453,0.0410222709178924,1.131103515625,0.0,0,0,0
91520,91775,734243.657858403,734243.659052604,46.65331859886646,MultiplierEventPGRGRU_seed42,42,12,716,train,46.6533203125,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1213660389184951,0.4278678596019745,0.0222587306052446,0.0437374785542488,1.1296911239624023,0.0,0,0,0
91648,91903,734243.658457905,734243.659651667,46.66769611090422,MultiplierEventPGRGRU_seed42,42,12,717,train,46.66769790649414,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1222330257296562,0.4419472515583038,0.0218440890312194,0.04660190269351,1.128301978111267,0.0,0,0,0
91776,92031,734243.659057269,734243.660252523,46.68211665563285,MultiplierEventPGRGRU_seed42,42,12,718,train,46.6821174621582,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1210705712437629,0.4302121996879577,0.0208953842520713,0.0435554273426532,1.130015850067139,0.0,0,0,0
91904,92159,734243.659656296,734243.660850868,46.69647693447769,MultiplierEventPGRGRU_seed42,42,12,719,train,46.696475982666016,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1208865791559219,0.4297506809234619,0.0208144541829824,0.0434710718691349,1.1301521062850952,0.0,0,0,0
92032,92287,734243.66025581,734243.661450579,46.71086999773979,MultiplierEventPGRGRU_seed42,42,12,720,train,46.71086883544922,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1210599914193153,0.4293399453163147,0.020815284922719,0.0433837845921516,1.130263090133667,0.0,0,0,0
92160,92415,734243.660856991,734243.662051076,46.72528192587197,MultiplierEventPGRGRU_seed42,42,12,721,train,46.72528076171875,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.121149942278862,0.4296198785305023,0.0208244733512401,0.0434666164219379,1.1302471160888672,0.0,0,0,0
92288,92543,734243.661455197,734243.662651181,46.73968444671482,MultiplierEventPGRGRU_seed42,42,12,722,train,46.73968505859375,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1209330931305885,0.4297283291816711,0.0208060629665851,0.0435274951159954,1.130224585533142,0.0,0,0,0
92416,92671,734243.662054919,734243.663249352,46.75404055137187,MultiplierEventPGRGRU_seed42,42,12,723,train,46.7540397644043,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1211990937590599,0.4147205054759979,0.0215071886777877,0.0408933423459529,1.1312768459320068,0.0,0,0,0
92544,92799,734243.662654479,734243.663849468,46.76844333484769,MultiplierEventPGRGRU_seed42,42,12,724,train,46.7684440612793,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.121244803071022,0.4278964102268219,0.0220445562154054,0.0435768738389015,1.1298894882202148,0.0,0,0,0
92672,92927,734243.663255046,734243.664448982,46.782831670716405,MultiplierEventPGRGRU_seed42,42,12,725,train,46.782833099365234,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1212459579110145,0.429019421339035,0.0220626816153526,0.0437498427927494,1.1297154426574707,0.0,0,0,0
92800,93055,734243.66385412,734243.665048877,46.79722915124148,MultiplierEventPGRGRU_seed42,42,12,726,train,46.7972297668457,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1214314103126525,0.4292527437210083,0.0220597237348556,0.0436833947896957,1.1297218799591064,0.0,0,0,0
92928,93183,734243.664453623,734243.665649097,46.81163442973048,MultiplierEventPGRGRU_seed42,42,12,727,train,46.8116340637207,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1222648471593856,0.4428213238716125,0.0217604804784059,0.0465349704027175,1.1283801794052124,0.0,0,0,0
93056,93311,734243.665054607,734243.666248611,46.82602276839316,MultiplierEventPGRGRU_seed42,42,12,728,train,46.82602310180664,0.3452865481376648,0.349955141544342,0.6547134518623352,0.650044858455658,0.0,0.0,0.0,0.0,1.0,0.0,0.1220174804329872,0.4439139366149902,0.020775631070137,0.0464176051318645,1.128680944442749,0.0,0,0,0
